data,produto,categoria,quantidade,preco,custo,promocao
2025-08-08,Croissant,Pães,67,7.0,2.4,0
2025-08-08,Empada de frango,Salgados,90,7.0,2.2,0
2025-08-08,Esfiha de carne,Salgados,163,5.52,2.0,1
2025-08-08,Misto quente,Lanches,119,9.0,3.0,0
2025-08-08,Pudim (fatia),Doces,33,10.0,3.2,0
2025-08-08,Pão de batata,Salgados,73,6.0,1.8,0
2025-08-08,Pão de forma caseiro,Pães,34,12.0,4.5,0
2025-08-08,Pão de queijo,Pães,130,3.5,1.1,0
2025-08-08,Pão francês,Pães,923,0.9,0.3,0
2025-08-08,Pão na chapa,Lanches,166,6.0,1.5,0
2025-08-08,Sanduíche natural,Lanches,41,14.0,5.5,0
2025-08-08,Sonho,Doces,73,6.0,1.9,0
2025-08-08,Suco de laranja natural,Bebidas,27,9.0,3.0,0
2025-08-08,Torta de limão (fatia),Doces,45,11.0,3.5,0
2025-08-09,Baguete,Pães,50,8.0,2.6,0
2025-08-09,Bolo de cenoura (fatia),Doces,35,7.0,2.0,0
2025-08-09,Brigadeiro,Doces,156,3.0,0.9,0
2025-08-09,Coxinha,Salgados,102,7.5,2.3,0
2025-08-09,Croissant,Pães,73,7.0,2.4,0
2025-08-09,Empada de frango,Salgados,35,7.0,2.2,0
2025-08-09,Esfiha de carne,Salgados,42,6.5,2.0,0
2025-08-09,Misto quente,Lanches,43,9.0,3.0,0
2025-08-09,Pudim (fatia),Doces,29,10.0,3.2,0
2025-08-09,Pão de batata,Salgados,37,6.0,1.8,0
2025-08-09,Pão de forma caseiro,Pães,29,12.0,4.5,0
2025-08-09,Pão de queijo,Pães,187,3.5,1.1,0
2025-08-09,Pão francês,Pães,1028,0.9,0.3,0
2025-08-09,Pão na chapa,Lanches,149,6.0,1.5,0
2025-08-09,Sanduíche natural,Lanches,29,14.0,5.5,0
2025-08-09,Sonho,Doces,118,6.0,1.9,0
2025-08-09,Suco de laranja natural,Bebidas,51,9.0,3.0,0
2025-08-09,Torta de limão (fatia),Doces,39,11.0,3.5,0
2025-08-10,Baguete,Pães,60,8.0,2.6,0
2025-08-10,Bolo de cenoura (fatia),Doces,114,7.0,2.0,0
2025-08-10,Brigadeiro,Doces,105,3.0,0.9,0
2025-08-10,Coxinha,Salgados,131,7.5,2.3,0
2025-08-10,Croissant,Pães,112,7.0,2.4,0
2025-08-10,Empada de frango,Salgados,54,7.0,2.2,0
2025-08-10,Esfiha de carne,Salgados,47,6.5,2.0,0
2025-08-10,Misto quente,Lanches,35,9.0,3.0,0
2025-08-10,Pudim (fatia),Doces,55,10.0,3.2,0
2025-08-10,Pão de batata,Salgados,48,6.0,1.8,0
2025-08-10,Pão de forma caseiro,Pães,24,12.0,4.5,0
2025-08-10,Pão de queijo,Pães,177,3.5,1.1,0
2025-08-10,Pão francês,Pães,1219,0.9,0.3,0
2025-08-10,Pão na chapa,Lanches,184,6.0,1.5,0
2025-08-10,Sanduíche natural,Lanches,48,14.0,5.5,0
2025-08-10,Sonho,Doces,114,6.0,1.9,0
2025-08-10,Suco de laranja natural,Bebidas,78,9.0,3.0,0
2025-08-10,Torta de limão (fatia),Doces,44,11.0,3.5,0
2025-08-11,Baguete,Pães,25,8.0,2.6,0
2025-08-11,Bolo de cenoura (fatia),Doces,64,7.0,2.0,0
2025-08-11,Brigadeiro,Doces,124,3.0,0.9,0
2025-08-11,Coxinha,Salgados,160,7.5,2.3,0
2025-08-11,Croissant,Pães,95,7.0,2.4,0
2025-08-11,Empada de frango,Salgados,52,7.0,2.2,0
2025-08-11,Esfiha de carne,Salgados,28,6.5,2.0,0
2025-08-11,Misto quente,Lanches,118,9.0,3.0,0
2025-08-11,Pudim (fatia),Doces,17,10.0,3.2,0
2025-08-11,Pão de batata,Salgados,52,6.0,1.8,0
2025-08-11,Pão de forma caseiro,Pães,11,12.0,4.5,0
2025-08-11,Pão de queijo,Pães,192,3.5,1.1,0
2025-08-11,Pão francês,Pães,1171,0.9,0.3,0
2025-08-11,Pão na chapa,Lanches,137,6.0,1.5,0
2025-08-11,Sanduíche natural,Lanches,36,14.0,5.5,0
2025-08-11,Sonho,Doces,41,6.0,1.9,0
2025-08-11,Suco de laranja natural,Bebidas,64,9.0,3.0,0
2025-08-11,Torta de limão (fatia),Doces,34,11.0,3.5,0
2025-08-12,Baguete,Pães,38,8.0,2.6,0
2025-08-12,Bolo de cenoura (fatia),Doces,48,7.0,2.0,0
2025-08-12,Brigadeiro,Doces,71,3.0,0.9,0
2025-08-12,Coxinha,Salgados,138,7.5,2.3,0
2025-08-12,Croissant,Pães,27,7.0,2.4,0
2025-08-12,Empada de frango,Salgados,60,7.0,2.2,0
2025-08-12,Esfiha de carne,Salgados,94,6.5,2.0,0
2025-08-12,Misto quente,Lanches,74,9.0,3.0,0
2025-08-12,Pudim (fatia),Doces,17,10.0,3.2,0
2025-08-12,Pão de batata,Salgados,96,6.0,1.8,0
2025-08-12,Pão de forma caseiro,Pães,12,12.0,4.5,0
2025-08-12,Pão de queijo,Pães,162,3.5,1.1,0
2025-08-12,Pão francês,Pães,840,0.9,0.3,0
2025-08-12,Pão na chapa,Lanches,109,6.0,1.5,0
2025-08-12,Sanduíche natural,Lanches,44,14.0,5.5,0
2025-08-12,Sonho,Doces,104,6.0,1.9,0
2025-08-12,Suco de laranja natural,Bebidas,54,9.0,3.0,0
2025-08-12,Torta de limão (fatia),Doces,43,11.0,3.5,0
2025-08-13,Baguete,Pães,46,8.0,2.6,0
2025-08-13,Bolo de cenoura (fatia),Doces,30,7.0,2.0,0
2025-08-13,Brigadeiro,Doces,76,3.0,0.9,0
2025-08-13,Coxinha,Salgados,158,7.5,2.3,0
2025-08-13,Croissant,Pães,42,7.0,2.4,0
2025-08-13,Empada de frango,Salgados,37,7.0,2.2,0
2025-08-13,Esfiha de carne,Salgados,97,6.5,2.0,0
2025-08-13,Misto quente,Lanches,69,9.0,3.0,0
2025-08-13,Pudim (fatia),Doces,24,10.0,3.2,0
2025-08-13,Pão de batata,Salgados,56,6.0,1.8,0
2025-08-13,Pão de forma caseiro,Pães,16,12.0,4.5,0
2025-08-13,Pão de queijo,Pães,152,3.5,1.1,0
2025-08-13,Pão francês,Pães,723,0.9,0.3,0
2025-08-13,Pão na chapa,Lanches,137,6.0,1.5,0
2025-08-13,Sanduíche natural,Lanches,59,14.0,5.5,0
2025-08-13,Sonho,Doces,96,5.1,1.9,1
2025-08-13,Suco de laranja natural,Bebidas,32,9.0,3.0,0
2025-08-13,Torta de limão (fatia),Doces,37,11.0,3.5,0
2025-08-14,Baguete,Pães,38,8.0,2.6,0
2025-08-14,Bolo de cenoura (fatia),Doces,77,5.95,2.0,1
2025-08-14,Brigadeiro,Doces,129,3.0,0.9,0
2025-08-14,Coxinha,Salgados,135,7.5,2.3,0
2025-08-14,Croissant,Pães,73,7.0,2.4,0
2025-08-14,Empada de frango,Salgados,99,7.0,2.2,0
2025-08-14,Esfiha de carne,Salgados,80,6.5,2.0,0
2025-08-14,Misto quente,Lanches,85,9.0,3.0,0
2025-08-14,Pudim (fatia),Doces,40,10.0,3.2,0
2025-08-14,Pão de batata,Salgados,95,6.0,1.8,0
2025-08-14,Pão de forma caseiro,Pães,20,12.0,4.5,0
2025-08-14,Pão de queijo,Pães,191,3.5,1.1,0
2025-08-14,Pão francês,Pães,919,0.9,0.3,0
2025-08-14,Pão na chapa,Lanches,171,6.0,1.5,0
2025-08-14,Sanduíche natural,Lanches,36,14.0,5.5,0
2025-08-14,Sonho,Doces,132,6.0,1.9,0
2025-08-14,Suco de laranja natural,Bebidas,73,9.0,3.0,0
2025-08-14,Torta de limão (fatia),Doces,39,11.0,3.5,0
2025-08-15,Baguete,Pães,21,8.0,2.6,0
2025-08-15,Bolo de cenoura (fatia),Doces,47,7.0,2.0,0
2025-08-15,Brigadeiro,Doces,143,3.0,0.9,0
2025-08-15,Coxinha,Salgados,189,7.5,2.3,0
2025-08-15,Croissant,Pães,54,7.0,2.4,0
2025-08-15,Empada de frango,Salgados,71,7.0,2.2,0
2025-08-15,Esfiha de carne,Salgados,58,6.5,2.0,0
2025-08-15,Misto quente,Lanches,123,9.0,3.0,0
2025-08-15,Pudim (fatia),Doces,42,10.0,3.2,0
2025-08-15,Pão de batata,Salgados,92,6.0,1.8,0
2025-08-15,Pão de forma caseiro,Pães,15,12.0,4.5,0
2025-08-15,Pão de queijo,Pães,137,3.5,1.1,0
2025-08-15,Pão francês,Pães,596,0.9,0.3,0
2025-08-15,Pão na chapa,Lanches,127,6.0,1.5,0
2025-08-15,Sanduíche natural,Lanches,38,14.0,5.5,0
2025-08-15,Sonho,Doces,73,6.0,1.9,0
2025-08-15,Suco de laranja natural,Bebidas,50,9.0,3.0,0
2025-08-15,Torta de limão (fatia),Doces,28,11.0,3.5,0
2025-08-16,Baguete,Pães,71,8.0,2.6,0
2025-08-16,Bolo de cenoura (fatia),Doces,73,7.0,2.0,0
2025-08-16,Brigadeiro,Doces,151,3.0,0.9,0
2025-08-16,Coxinha,Salgados,132,7.5,2.3,0
2025-08-16,Croissant,Pães,42,7.0,2.4,0
2025-08-16,Empada de frango,Salgados,56,7.0,2.2,0
2025-08-16,Esfiha de carne,Salgados,106,6.5,2.0,0
2025-08-16,Misto quente,Lanches,74,9.0,3.0,0
2025-08-16,Pudim (fatia),Doces,48,10.0,3.2,0
2025-08-16,Pão de batata,Salgados,53,6.0,1.8,0
2025-08-16,Pão de forma caseiro,Pães,56,12.0,4.5,0
2025-08-16,Pão de queijo,Pães,250,2.98,1.1,1
2025-08-16,Pão francês,Pães,1064,0.9,0.3,0
2025-08-16,Pão na chapa,Lanches,150,6.0,1.5,0
2025-08-16,Sanduíche natural,Lanches,36,14.0,5.5,0
2025-08-16,Sonho,Doces,35,6.0,1.9,0
2025-08-16,Suco de laranja natural,Bebidas,77,9.0,3.0,0
2025-08-16,Torta de limão (fatia),Doces,45,11.0,3.5,0
2025-08-17,Baguete,Pães,33,8.0,2.6,0
2025-08-17,Bolo de cenoura (fatia),Doces,79,7.0,2.0,0
2025-08-17,Brigadeiro,Doces,151,3.0,0.9,0
2025-08-17,Coxinha,Salgados,92,7.5,2.3,0
2025-08-17,Croissant,Pães,120,7.0,2.4,0
2025-08-17,Empada de frango,Salgados,32,7.0,2.2,0
2025-08-17,Esfiha de carne,Salgados,52,6.5,2.0,0
2025-08-17,Misto quente,Lanches,122,9.0,3.0,0
2025-08-17,Pudim (fatia),Doces,11,10.0,3.2,0
2025-08-17,Pão de batata,Salgados,42,6.0,1.8,0
2025-08-17,Pão de forma caseiro,Pães,30,12.0,4.5,0
2025-08-17,Pão de queijo,Pães,185,3.5,1.1,0
2025-08-17,Pão francês,Pães,834,0.9,0.3,0
2025-08-17,Pão na chapa,Lanches,304,5.1,1.5,1
2025-08-17,Sanduíche natural,Lanches,34,14.0,5.5,0
2025-08-17,Sonho,Doces,76,6.0,1.9,0
2025-08-17,Suco de laranja natural,Bebidas,76,9.0,3.0,0
2025-08-17,Torta de limão (fatia),Doces,54,11.0,3.5,0
2025-08-18,Baguete,Pães,41,8.0,2.6,0
2025-08-18,Bolo de cenoura (fatia),Doces,78,7.0,2.0,0
2025-08-18,Brigadeiro,Doces,95,3.0,0.9,0
2025-08-18,Coxinha,Salgados,143,7.5,2.3,0
2025-08-18,Croissant,Pães,63,7.0,2.4,0
2025-08-18,Empada de frango,Salgados,91,7.0,2.2,0
2025-08-18,Esfiha de carne,Salgados,92,6.5,2.0,0
2025-08-18,Misto quente,Lanches,81,9.0,3.0,0
2025-08-18,Pudim (fatia),Doces,18,10.0,3.2,0
2025-08-18,Pão de batata,Salgados,50,6.0,1.8,0
2025-08-18,Pão de forma caseiro,Pães,13,12.0,4.5,0
2025-08-18,Pão de queijo,Pães,185,3.5,1.1,0
2025-08-18,Pão francês,Pães,1058,0.9,0.3,0
2025-08-18,Pão na chapa,Lanches,113,6.0,1.5,0
2025-08-18,Sanduíche natural,Lanches,41,14.0,5.5,0
2025-08-18,Sonho,Doces,71,6.0,1.9,0
2025-08-18,Suco de laranja natural,Bebidas,57,9.0,3.0,0
2025-08-18,Torta de limão (fatia),Doces,19,11.0,3.5,0
2025-08-19,Baguete,Pães,30,8.0,2.6,0
2025-08-19,Bolo de cenoura (fatia),Doces,31,7.0,2.0,0
2025-08-19,Brigadeiro,Doces,50,3.0,0.9,0
2025-08-19,Coxinha,Salgados,78,7.5,2.3,0
2025-08-19,Croissant,Pães,62,7.0,2.4,0
2025-08-19,Empada de frango,Salgados,64,7.0,2.2,0
2025-08-19,Esfiha de carne,Salgados,50,6.5,2.0,0
2025-08-19,Misto quente,Lanches,86,9.0,3.0,0
2025-08-19,Pudim (fatia),Doces,19,10.0,3.2,0
2025-08-19,Pão de batata,Salgados,59,6.0,1.8,0
2025-08-19,Pão de forma caseiro,Pães,29,12.0,4.5,0
2025-08-19,Pão de queijo,Pães,176,3.5,1.1,0
2025-08-19,Pão francês,Pães,771,0.9,0.3,0
2025-08-19,Pão na chapa,Lanches,114,6.0,1.5,0
2025-08-19,Sanduíche natural,Lanches,50,14.0,5.5,0
2025-08-19,Sonho,Doces,55,6.0,1.9,0
2025-08-19,Suco de laranja natural,Bebidas,40,9.0,3.0,0
2025-08-19,Torta de limão (fatia),Doces,28,11.0,3.5,0
2025-08-20,Baguete,Pães,25,8.0,2.6,0
2025-08-20,Bolo de cenoura (fatia),Doces,51,7.0,2.0,0
2025-08-20,Brigadeiro,Doces,69,3.0,0.9,0
2025-08-20,Coxinha,Salgados,221,7.5,2.3,0
2025-08-20,Croissant,Pães,94,7.0,2.4,0
2025-08-20,Empada de frango,Salgados,128,5.95,2.2,1
2025-08-20,Esfiha de carne,Salgados,131,6.5,2.0,0
2025-08-20,Misto quente,Lanches,108,9.0,3.0,0
2025-08-20,Pudim (fatia),Doces,24,10.0,3.2,0
2025-08-20,Pão de batata,Salgados,61,6.0,1.8,0
2025-08-20,Pão de forma caseiro,Pães,28,12.0,4.5,0
2025-08-20,Pão de queijo,Pães,152,3.5,1.1,0
2025-08-20,Pão francês,Pães,1154,0.9,0.3,0
2025-08-20,Pão na chapa,Lanches,99,6.0,1.5,0
2025-08-20,Sanduíche natural,Lanches,96,14.0,5.5,0
2025-08-20,Sonho,Doces,67,6.0,1.9,0
2025-08-20,Suco de laranja natural,Bebidas,57,9.0,3.0,0
2025-08-20,Torta de limão (fatia),Doces,22,11.0,3.5,0
2025-08-21,Baguete,Pães,12,8.0,2.6,0
2025-08-21,Bolo de cenoura (fatia),Doces,39,7.0,2.0,0
2025-08-21,Brigadeiro,Doces,81,3.0,0.9,0
2025-08-21,Coxinha,Salgados,181,7.5,2.3,0
2025-08-21,Croissant,Pães,57,7.0,2.4,0
2025-08-21,Empada de frango,Salgados,67,7.0,2.2,0
2025-08-21,Esfiha de carne,Salgados,87,6.5,2.0,0
2025-08-21,Misto quente,Lanches,81,9.0,3.0,0
2025-08-21,Pudim (fatia),Doces,19,10.0,3.2,0
2025-08-21,Pão de batata,Salgados,75,6.0,1.8,0
2025-08-21,Pão de forma caseiro,Pães,28,12.0,4.5,0
2025-08-21,Pão de queijo,Pães,173,3.5,1.1,0
2025-08-21,Pão francês,Pães,794,0.9,0.3,0
2025-08-21,Pão na chapa,Lanches,132,6.0,1.5,0
2025-08-21,Sanduíche natural,Lanches,11,14.0,5.5,0
2025-08-21,Sonho,Doces,71,6.0,1.9,0
2025-08-21,Suco de laranja natural,Bebidas,42,9.0,3.0,0
2025-08-21,Torta de limão (fatia),Doces,23,11.0,3.5,0
2025-08-22,Baguete,Pães,52,6.8,2.6,1
2025-08-22,Bolo de cenoura (fatia),Doces,43,7.0,2.0,0
2025-08-22,Brigadeiro,Doces,123,3.0,0.9,0
2025-08-22,Coxinha,Salgados,221,7.5,2.3,0
2025-08-22,Croissant,Pães,65,7.0,2.4,0
2025-08-22,Empada de frango,Salgados,35,7.0,2.2,0
2025-08-22,Esfiha de carne,Salgados,76,6.5,2.0,0
2025-08-22,Misto quente,Lanches,97,9.0,3.0,0
2025-08-22,Pudim (fatia),Doces,37,10.0,3.2,0
2025-08-22,Pão de batata,Salgados,72,6.0,1.8,0
2025-08-22,Pão de forma caseiro,Pães,44,12.0,4.5,0
2025-08-22,Pão de queijo,Pães,229,3.5,1.1,0
2025-08-22,Pão francês,Pães,778,0.9,0.3,0
2025-08-22,Pão na chapa,Lanches,127,6.0,1.5,0
2025-08-22,Sanduíche natural,Lanches,82,14.0,5.5,0
2025-08-22,Sonho,Doces,38,6.0,1.9,0
2025-08-22,Suco de laranja natural,Bebidas,35,9.0,3.0,0
2025-08-22,Torta de limão (fatia),Doces,34,11.0,3.5,0
2025-08-23,Baguete,Pães,26,8.0,2.6,0
2025-08-23,Bolo de cenoura (fatia),Doces,50,7.0,2.0,0
2025-08-23,Brigadeiro,Doces,272,3.0,0.9,0
2025-08-23,Coxinha,Salgados,132,7.5,2.3,0
2025-08-23,Croissant,Pães,91,7.0,2.4,0
2025-08-23,Empada de frango,Salgados,72,7.0,2.2,0
2025-08-23,Esfiha de carne,Salgados,83,6.5,2.0,0
2025-08-23,Misto quente,Lanches,79,9.0,3.0,0
2025-08-23,Pudim (fatia),Doces,27,10.0,3.2,0
2025-08-23,Pão de batata,Salgados,65,6.0,1.8,0
2025-08-23,Pão de forma caseiro,Pães,37,12.0,4.5,0
2025-08-23,Pão de queijo,Pães,292,3.5,1.1,0
2025-08-23,Pão francês,Pães,1491,0.9,0.3,0
2025-08-23,Pão na chapa,Lanches,200,6.0,1.5,0
2025-08-23,Sanduíche natural,Lanches,18,14.0,5.5,0
2025-08-23,Sonho,Doces,92,6.0,1.9,0
2025-08-23,Suco de laranja natural,Bebidas,46,9.0,3.0,0
2025-08-23,Torta de limão (fatia),Doces,27,11.0,3.5,0
2025-08-24,Baguete,Pães,57,8.0,2.6,0
2025-08-24,Bolo de cenoura (fatia),Doces,85,7.0,2.0,0
2025-08-24,Brigadeiro,Doces,87,3.0,0.9,0
2025-08-24,Coxinha,Salgados,93,7.5,2.3,0
2025-08-24,Croissant,Pães,85,7.0,2.4,0
2025-08-24,Empada de frango,Salgados,42,7.0,2.2,0
2025-08-24,Esfiha de carne,Salgados,46,6.5,2.0,0
2025-08-24,Misto quente,Lanches,63,9.0,3.0,0
2025-08-24,Pudim (fatia),Doces,38,10.0,3.2,0
2025-08-24,Pão de batata,Salgados,55,6.0,1.8,0
2025-08-24,Pão de forma caseiro,Pães,72,12.0,4.5,0
2025-08-24,Pão de queijo,Pães,279,3.5,1.1,0
2025-08-24,Pão francês,Pães,872,0.9,0.3,0
2025-08-24,Pão na chapa,Lanches,201,6.0,1.5,0
2025-08-24,Sanduíche natural,Lanches,29,14.0,5.5,0
2025-08-24,Sonho,Doces,121,6.0,1.9,0
2025-08-24,Suco de laranja natural,Bebidas,151,9.0,3.0,0
2025-08-24,Torta de limão (fatia),Doces,36,11.0,3.5,0
2025-08-25,Baguete,Pães,43,8.0,2.6,0
2025-08-25,Bolo de cenoura (fatia),Doces,52,7.0,2.0,0
2025-08-25,Brigadeiro,Doces,89,3.0,0.9,0
2025-08-25,Coxinha,Salgados,116,7.5,2.3,0
2025-08-25,Croissant,Pães,52,7.0,2.4,0
2025-08-25,Empada de frango,Salgados,50,7.0,2.2,0
2025-08-25,Esfiha de carne,Salgados,73,6.5,2.0,0
2025-08-25,Misto quente,Lanches,92,9.0,3.0,0
2025-08-25,Pudim (fatia),Doces,16,10.0,3.2,0
2025-08-25,Pão de batata,Salgados,58,6.0,1.8,0
2025-08-25,Pão de forma caseiro,Pães,26,12.0,4.5,0
2025-08-25,Pão de queijo,Pães,166,3.5,1.1,0
2025-08-25,Pão francês,Pães,1045,0.9,0.3,0
2025-08-25,Pão na chapa,Lanches,115,6.0,1.5,0
2025-08-25,Sanduíche natural,Lanches,48,14.0,5.5,0
2025-08-25,Sonho,Doces,45,6.0,1.9,0
2025-08-25,Suco de laranja natural,Bebidas,77,9.0,3.0,0
2025-08-25,Torta de limão (fatia),Doces,43,9.35,3.5,1
2025-08-26,Baguete,Pães,42,8.0,2.6,0
2025-08-26,Bolo de cenoura (fatia),Doces,59,5.95,2.0,1
2025-08-26,Brigadeiro,Doces,74,3.0,0.9,0
2025-08-26,Coxinha,Salgados,153,7.5,2.3,0
2025-08-26,Croissant,Pães,39,7.0,2.4,0
2025-08-26,Empada de frango,Salgados,58,7.0,2.2,0
2025-08-26,Esfiha de carne,Salgados,72,6.5,2.0,0
2025-08-26,Misto quente,Lanches,83,9.0,3.0,0
2025-08-26,Pudim (fatia),Doces,23,10.0,3.2,0
2025-08-26,Pão de batata,Salgados,79,6.0,1.8,0
2025-08-26,Pão de forma caseiro,Pães,15,12.0,4.5,0
2025-08-26,Pão de queijo,Pães,150,3.5,1.1,0
2025-08-26,Pão francês,Pães,1170,0.9,0.3,0
2025-08-26,Pão na chapa,Lanches,139,6.0,1.5,0
2025-08-26,Sanduíche natural,Lanches,54,14.0,5.5,0
2025-08-26,Sonho,Doces,51,6.0,1.9,0
2025-08-26,Suco de laranja natural,Bebidas,42,9.0,3.0,0
2025-08-26,Torta de limão (fatia),Doces,20,11.0,3.5,0
2025-08-27,Baguete,Pães,58,8.0,2.6,0
2025-08-27,Bolo de cenoura (fatia),Doces,38,7.0,2.0,0
2025-08-27,Brigadeiro,Doces,54,3.0,0.9,0
2025-08-27,Coxinha,Salgados,140,7.5,2.3,0
2025-08-27,Croissant,Pães,56,7.0,2.4,0
2025-08-27,Empada de frango,Salgados,69,7.0,2.2,0
2025-08-27,Esfiha de carne,Salgados,121,6.5,2.0,0
2025-08-27,Misto quente,Lanches,123,9.0,3.0,0
2025-08-27,Pudim (fatia),Doces,28,8.5,3.2,1
2025-08-27,Pão de batata,Salgados,65,6.0,1.8,0
2025-08-27,Pão de forma caseiro,Pães,33,10.2,4.5,1
2025-08-27,Pão de queijo,Pães,111,3.5,1.1,0
2025-08-27,Pão francês,Pães,737,0.9,0.3,0
2025-08-27,Pão na chapa,Lanches,141,6.0,1.5,0
2025-08-27,Sanduíche natural,Lanches,36,14.0,5.5,0
2025-08-27,Sonho,Doces,44,6.0,1.9,0
2025-08-27,Suco de laranja natural,Bebidas,54,9.0,3.0,0
2025-08-27,Torta de limão (fatia),Doces,29,11.0,3.5,0
2025-08-28,Baguete,Pães,44,8.0,2.6,0
2025-08-28,Bolo de cenoura (fatia),Doces,13,7.0,2.0,0
2025-08-28,Brigadeiro,Doces,87,3.0,0.9,0
2025-08-28,Coxinha,Salgados,214,6.38,2.3,1
2025-08-28,Croissant,Pães,78,7.0,2.4,0
2025-08-28,Empada de frango,Salgados,78,7.0,2.2,0
2025-08-28,Esfiha de carne,Salgados,71,6.5,2.0,0
2025-08-28,Misto quente,Lanches,94,9.0,3.0,0
2025-08-28,Pudim (fatia),Doces,27,10.0,3.2,0
2025-08-28,Pão de batata,Salgados,75,6.0,1.8,0
2025-08-28,Pão de forma caseiro,Pães,18,12.0,4.5,0
2025-08-28,Pão de queijo,Pães,197,3.5,1.1,0
2025-08-28,Pão francês,Pães,639,0.9,0.3,0
2025-08-28,Pão na chapa,Lanches,143,6.0,1.5,0
2025-08-28,Sanduíche natural,Lanches,24,14.0,5.5,0
2025-08-28,Sonho,Doces,63,6.0,1.9,0
2025-08-28,Suco de laranja natural,Bebidas,31,9.0,3.0,0
2025-08-28,Torta de limão (fatia),Doces,16,11.0,3.5,0
2025-08-29,Baguete,Pães,60,8.0,2.6,0
2025-08-29,Bolo de cenoura (fatia),Doces,43,7.0,2.0,0
2025-08-29,Brigadeiro,Doces,94,3.0,0.9,0
2025-08-29,Coxinha,Salgados,155,7.5,2.3,0
2025-08-29,Croissant,Pães,94,7.0,2.4,0
2025-08-29,Empada de frango,Salgados,86,7.0,2.2,0
2025-08-29,Esfiha de carne,Salgados,99,6.5,2.0,0
2025-08-29,Misto quente,Lanches,124,9.0,3.0,0
2025-08-29,Pudim (fatia),Doces,34,10.0,3.2,0
2025-08-29,Pão de batata,Salgados,91,6.0,1.8,0
2025-08-29,Pão de forma caseiro,Pães,46,12.0,4.5,0
2025-08-29,Pão de queijo,Pães,276,3.5,1.1,0
2025-08-29,Pão francês,Pães,711,0.9,0.3,0
2025-08-29,Pão na chapa,Lanches,111,6.0,1.5,0
2025-08-29,Sanduíche natural,Lanches,70,14.0,5.5,0
2025-08-29,Sonho,Doces,49,6.0,1.9,0
2025-08-29,Suco de laranja natural,Bebidas,44,9.0,3.0,0
2025-08-29,Torta de limão (fatia),Doces,35,11.0,3.5,0
2025-08-30,Baguete,Pães,81,8.0,2.6,0
2025-08-30,Bolo de cenoura (fatia),Doces,56,7.0,2.0,0
2025-08-30,Brigadeiro,Doces,114,3.0,0.9,0
2025-08-30,Coxinha,Salgados,120,7.5,2.3,0
2025-08-30,Croissant,Pães,69,7.0,2.4,0
2025-08-30,Empada de frango,Salgados,74,7.0,2.2,0
2025-08-30,Esfiha de carne,Salgados,78,6.5,2.0,0
2025-08-30,Misto quente,Lanches,117,9.0,3.0,0
2025-08-30,Pudim (fatia),Doces,55,10.0,3.2,0
2025-08-30,Pão de batata,Salgados,70,6.0,1.8,0
2025-08-30,Pão de forma caseiro,Pães,42,12.0,4.5,0
2025-08-30,Pão de queijo,Pães,287,3.5,1.1,0
2025-08-30,Pão francês,Pães,1085,0.9,0.3,0
2025-08-30,Pão na chapa,Lanches,154,6.0,1.5,0
2025-08-30,Sanduíche natural,Lanches,43,14.0,5.5,0
2025-08-30,Sonho,Doces,95,6.0,1.9,0
2025-08-30,Suco de laranja natural,Bebidas,94,9.0,3.0,0
2025-08-30,Torta de limão (fatia),Doces,48,11.0,3.5,0
2025-08-31,Baguete,Pães,75,8.0,2.6,0
2025-08-31,Bolo de cenoura (fatia),Doces,73,7.0,2.0,0
2025-08-31,Brigadeiro,Doces,178,3.0,0.9,0
2025-08-31,Coxinha,Salgados,65,7.5,2.3,0
2025-08-31,Croissant,Pães,83,7.0,2.4,0
2025-08-31,Empada de frango,Salgados,31,7.0,2.2,0
2025-08-31,Esfiha de carne,Salgados,40,6.5,2.0,0
2025-08-31,Misto quente,Lanches,53,9.0,3.0,0
2025-08-31,Pudim (fatia),Doces,43,10.0,3.2,0
2025-08-31,Pão de batata,Salgados,36,6.0,1.8,0
2025-08-31,Pão de forma caseiro,Pães,35,12.0,4.5,0
2025-08-31,Pão de queijo,Pães,346,2.98,1.1,1
2025-08-31,Pão francês,Pães,1879,0.9,0.3,0
2025-08-31,Pão na chapa,Lanches,229,6.0,1.5,0
2025-08-31,Sanduíche natural,Lanches,23,14.0,5.5,0
2025-08-31,Sonho,Doces,88,6.0,1.9,0
2025-08-31,Suco de laranja natural,Bebidas,73,7.65,3.0,1
2025-08-31,Torta de limão (fatia),Doces,28,11.0,3.5,0
2025-09-01,Baguete,Pães,66,8.0,2.6,0
2025-09-01,Bolo de cenoura (fatia),Doces,42,7.0,2.0,0
2025-09-01,Brigadeiro,Doces,83,3.0,0.9,0
2025-09-01,Coxinha,Salgados,130,7.5,2.3,0
2025-09-01,Croissant,Pães,87,7.0,2.4,0
2025-09-01,Empada de frango,Salgados,52,7.0,2.2,0
2025-09-01,Esfiha de carne,Salgados,105,6.5,2.0,0
2025-09-01,Misto quente,Lanches,86,9.0,3.0,0
2025-09-01,Pudim (fatia),Doces,22,10.0,3.2,0
2025-09-01,Pão de batata,Salgados,40,6.0,1.8,0
2025-09-01,Pão de forma caseiro,Pães,11,12.0,4.5,0
2025-09-01,Pão de queijo,Pães,171,3.5,1.1,0
2025-09-01,Pão francês,Pães,1027,0.9,0.3,0
2025-09-01,Pão na chapa,Lanches,109,6.0,1.5,0
2025-09-01,Sanduíche natural,Lanches,70,14.0,5.5,0
